"year","tag","num_questions","year_total"
2008,"jxbrowser",1,168541
2008,"securestring",2,168541
2008,"xml-literals",2,168541
2008,"email-bounces",1,168541
2008,"appliance",1,168541
2008,"cardlayout",1,168541
2008,"cssedit",2,168541
2008,"iphelper",2,168541
2008,"remoteapp",1,168541
2008,"self-reference",1,168541
2008,"svnbridge",1,168541
2008,"unsafe-pointers",1,168541
2008,"apple-developer",1,168541
2008,"vbo",3,168541
2008,"sql-server-migration-assi",1,168541
2008,"modeladmin",1,168541
2008,"reinterpret-cast",1,168541
2008,"olpc",1,168541
2008,"renaming",1,168541
2008,"acts-as-tree",1,168541
2008,"git-remote",2,168541
2008,"google-feed-api",2,168541
2008,"peano-numbers",1,168541
2008,"standardized",1,168541
2008,"const-method",1,168541
2008,"boost-regex",1,168541
2008,"xlwt",1,168541
2008,"wlan",1,168541
2008,"ignoreroute",1,168541
2008,"batching",1,168541
2008,"openjpa",1,168541
2008,"date-conversion",2,168541
2008,"fit-framework",2,168541
2008,"tor",1,168541
2008,"jsunit",1,168541
2008,"lightwindow",1,168541
2008,"xfdl",1,168541
2008,"achievements",1,168541
2008,"lineargradientbrush",1,168541
2008,"clause",1,168541
2008,"mysource",1,168541
2008,"devforce",1,168541
2008,"unsigned-integer",1,168541
2008,"cmdb",1,168541
2008,"btrieve",1,168541
2008,"stat",1,168541
2008,"galleria",1,168541
2008,"file-uri",1,168541
2008,"cp1252",1,168541
2008,"repr",1,168541
2008,"internet-explorer",336,168541
2008,"ethernet",8,168541
2008,"handhelddevice",4,168541
2008,"actionscript",135,168541
2008,"variables",94,168541
2008,"ansi-92",1,168541
2008,"dynamics-gp",3,168541
2008,"ibatis.net",3,168541
2008,"mpeg-2",1,168541
2008,"replace",42,168541
2008,"compare",29,168541
2008,"mod-proxy",4,168541
2008,"wireframe",4,168541
2008,"firefox-addon",17,168541
2008,"multi-touch",2,168541
2008,"fitnesse",12,168541
2008,"sed",25,168541
2008,"badge",3,168541
2008,"ftp-client",1,168541
2008,"pygame",11,168541
2008,"hosted",3,168541
2008,"regex",685,168541
2008,"image",279,168541
2008,"utf-16",8,168541
2008,"stress-testing",16,168541
2008,"episerver",7,168541
2008,"pimpl-idiom",3,168541
2008,"spring-el",1,168541
2008,"komodo",4,168541
2008,"cross-posting",1,168541
2008,"configurationmanager",6,168541
2008,"formatting",111,168541
2008,"embedded",131,168541
2008,"ubuntu",74,168541
2008,"internals",11,168541
2008,"cs3",9,168541
2008,"unique-index",3,168541
2008,"remember-me",1,168541
2008,"hierarchical-data",5,168541
2008,"composite",5,168541
2008,"equality",11,168541
2008,"pessimistic",1,168541
2008,"opengl",126,168541
2008,"database-installation",1,168541
2008,"literals",13,168541
2008,"xpo",3,168541
2008,"pecl",6,168541
2008,"uiimage",4,168541
2008,"symbolic-math",1,168541
2008,"datetimepicker",4,168541
2008,"service",81,168541
2008,"public",7,168541
2008,"makefile",79,168541
2008,"oracleexception",1,168541
2008,"weak-references",12,168541
2008,"cpu-usage",8,168541
2008,"http-status-code-404",21,168541
2008,"env",2,168541
2008,"scriptaculous",26,168541
2008,"squid",9,168541
2008,"multipartform-data",7,168541
2008,"phpbb3",6,168541
2008,"buffered",1,168541
2008,"pgadmin",2,168541
2008,"htmlpurifier",1,168541
2008,".net-assembly",2,168541
2008,"matrix",19,168541
2008,"virtual-earth",9,168541
2008,"filenames",14,168541
2008,"word-frequency",5,168541
2008,"matchevaluator",1,168541
2008,"msmq",41,168541
2008,"accessibility",26,168541
2008,"np-complete",9,168541
2008,"custom-renderer",1,168541
2008,"dwg",1,168541
2008,"network-monitoring",3,168541
2008,"visualize",1,168541
2008,"python-sphinx",1,168541
2008,"xampp",15,168541
2008,"syncfusion",1,168541
2008,"user-interface",581,168541
2008,"iptables",10,168541
2008,"descendant",2,168541
2008,"kpi",2,168541
2008,"binary-reproducibility",1,168541
2008,"equality-operator",1,168541
2008,"jquery-ui-tabs",5,168541
2008,"midlet",6,168541
2008,"mysql-error-1093",3,168541
2008,"domain-driven-design",45,168541
2008,"windows-server-2000",10,168541
2008,"shockwave",3,168541
2008,"global-variables",13,168541
2008,"build-server",3,168541
2008,"avl-tree",2,168541
2008,"std",5,168541
2008,"ftpwebrequest",2,168541
2008,"timer",60,168541
2008,"pylons",18,168541
2008,"core-animation",26,168541
2008,"broadcast",3,168541
2008,"tlist",2,168541
2008,"project-planning",31,168541
2008,"berkeley-db",11,168541
2008,"account",9,168541
2008,"listview",103,168541
2008,"structure",20,168541
2008,"firebug",32,168541
2008,"s#arp-architecture",2,168541
2008,"vfs",2,168541
2008,"passwordbox",1,168541
2008,"cross-platform",113,168541
2008,"arm",23,168541
2008,"stripes",8,168541
2008,"strtotime",2,168541
2008,"capitalize",2,168541
2008,"swingx-highlighter",1,168541
2008,"sql-server-2005",547,168541
2008,"copy",42,168541
2008,"calendar",56,168541
2008,"postscript",9,168541
2008,"destructor",23,168541
2008,"non-static",1,168541
2008,"blas",1,168541
2008,"c++-cli",44,168541
2008,"jpa",76,168541
2008,"initialization",39,168541
2008,"long-integer",8,168541
2008,"citrix",10,168541
2008,"preverify",1,168541
2008,"rapaste",2,168541
2008,"mysql-real-escape-string",1,168541
2008,"resetevent",1,168541
2008,"external-dependencies",3,168541
2008,"calllog",1,168541
2008,"dependency-injection",68,168541
2008,"boolean",36,168541
2008,"gdb",53,168541
2008,"this",7,168541
2008,"exec",10,168541
2008,"unpack",1,168541
2008,"clickonce",49,168541
2008,"gis",36,168541
2008,"jquery-ui",36,168541
2008,"svn-export",1,168541
2008,"voip",8,168541
2008,"directory-structure",15,168541
2008,"business-logic-layer",7,168541
2008,"phpmyadmin",9,168541
2008,"bots",12,168541
2008,"waveform",2,168541
2008,"procmon",1,168541
2008,"build-automation",123,168541
2008,"mapi",17,168541
2008,"pki",8,168541
2008,"objective-c-runtime",1,168541
2008,"toolstripitem",2,168541
2008,"deploying",2,168541
2008,"dbunit",3,168541
2008,"yahoo-maps",6,168541
2008,"paint",5,168541
2008,"smartcard",3,168541
2008,"show-hide",1,168541
2008,"mmapi",2,168541
2008,"httpexception",1,168541
2008,"typechecking",4,168541
2008,"handle",5,168541
2008,"scopeguard",1,168541
2008,"joomla1.5",2,168541
2008,"synthetic",1,168541
2008,"interactive",5,168541
2008,"codewarrior",3,168541
2008,"icefaces",2,168541
2008,"scrollpane",2,168541
2008,"nodesets",1,168541
2008,"crt",2,168541
2008,"linguistics",4,168541
2008,"flashcatalyst",1,168541
2008,"fileopendialog",3,168541
2008,"dts",25,168541
2008,"web-deployment-project",11,168541
2008,"psd",2,168541
2008,"business-process",1,168541
2008,"esxi",3,168541
2008,"null-coalescing-operator",3,168541
2008,"javasound",3,168541
2008,"associative-array",14,168541
2008,"qfe",2,168541
2008,"argumentnullexception",1,168541
2008,"cfloop",1,168541
2008,"y-combinator",2,168541
2008,"language-detection",2,168541
2008,"business-connector",2,168541
2008,"expander",5,168541
2008,"redmine",5,168541
2008,"serialversionuid",3,168541
2008,"dr.watson",1,168541
2008,"ruby-piston",1,168541
2008,"bizspark",2,168541
2008,"form-for",1,168541
2008,"remobjects",2,168541
2008,"plugin-architecture",3,168541
2008,"voicemail",1,168541
2008,"tracd",3,168541
2008,"bundle",4,168541
2008,"idispatch",3,168541
2008,"carp",1,168541
2008,"stylus-pen",1,168541
2008,"uitextfield",4,168541
2008,"llvm",1,168541
2008,"webservicetemplate",1,168541
2008,"proc-open",1,168541
2008,"styles",34,168541
2008,"twisted",10,168541
2008,"ssms",46,168541
2008,"windows-nt",5,168541
2008,"href",9,168541
2008,"rosetta-stone",6,168541
2008,"signal-processing",20,168541
2008,"winhttprequest",1,168541
2008,"persistent",3,168541
2008,"wxwidgets",41,168541
2008,"microformats",6,168541
2008,"semantic-markup",10,168541
2008,"spring.net",15,168541
2008,"column-oriented",1,168541
2008,"classpath",37,168541
2008,"webserver",68,168541
2008,"pdf",157,168541
2008,"error-reporting",9,168541
2008,"redraw",1,168541
2008,"black-box",5,168541
2008,"cewp",1,168541
2008,"bpl",2,168541
2008,"mysql",1152,168541
2008,"locking",93,168541
2008,"erlang",47,168541
2008,"binary",56,168541
2008,"biometrics",1,168541
2008,"networking",312,168541
2008,"colors",92,168541
2008,"has-many",8,168541
2008,"mockrunner",1,168541
2008,"fade",5,168541
2008,"custom-errors",6,168541
2008,"dynamic-cast",5,168541
2008,"active-directory-group",4,168541
2008,"parent-child",10,168541
2008,"non-printable",1,168541
2008,"declaration",15,168541
2008,"mx-record",4,168541
2008,"sap",13,168541
2008,"xmlnode",5,168541
2008,"layout",97,168541
2008,"process-management",23,168541
2008,"terminal",49,168541
2008,"visual-sourcesafe",66,168541
2008,"cursor",14,168541
2008,"average",4,168541
2008,"zip",47,168541
2008,"excel",413,168541
2008,"powerbuilder",11,168541
2008,"get",22,168541
2008,"count",18,168541
2008,"information-retrieval",7,168541
2008,"distance",4,168541
2008,"common-table-expression",7,168541
2008,"typeconverter",6,168541
2008,"assignment-operator",1,168541
2008,"paradigms",11,168541
2008,"wpf",832,168541
2008,"stack-overflow",15,168541
2008,"ram",5,168541
2008,"gnu-screen",7,168541
2008,"algorithm",644,168541
2008,"packet-mangling",1,168541
2008,"overloading",22,168541
2008,"conditional-breakpoint",1,168541
2008,"relaxng",2,168541
2008,"rotation",13,168541
2008,"ffmpeg",12,168541
2008,"visitor",7,168541
2008,"cycle",4,168541
2008,"ncover",9,168541
2008,"httpmodule",15,168541
2008,"uml",50,168541
2008,"ltk",2,168541
2008,"vote",2,168541
2008,"log4net",54,168541
2008,"nginx",17,168541
2008,"startup",9,168541
2008,"autopostback",5,168541
2008,"rxtx",3,168541
2008,"converter",17,168541
2008,"tix",2,168541
2008,"static",72,168541
2008,"allocation",9,168541
2008,"rhel",6,168541
2008,"prototype",14,168541
2008,"copy-constructor",3,168541
2008,"qsort",1,168541
2008,"checkout",1,168541
2008,"python",2069,168541
2008,"html-select",37,168541
2008,"swt",28,168541
2008,"query-optimization",6,168541
2008,"protocol-buffers",9,168541
2008,"ora-12519",2,168541
2008,"revisions",1,168541
2008,"turbo-c++",2,168541
2008,"scripting-language",7,168541
2008,"system-views",2,168541
2008,"floating-point",84,168541
2008,"maxrequestlength",1,168541
2008,"extract",17,168541
2008,"spinner",4,168541
2008,"table-per-type",2,168541
2008,"1wire",1,168541
2008,"animated-gif",6,168541
2008,"bootstrapper",2,168541
2008,"moose",4,168541
2008,"enterprise-manager",4,168541
2008,"procfs",3,168541
2008,"onbeforeunload",4,168541
2008,"logoff",2,168541
2008,"simulated-annealing",1,168541
2008,"expression-studio",2,168541
2008,"alerts",11,168541
2008,"textile",2,168541
2008,"autoeventwireup",1,168541
2008,"jface",2,168541
2008,"angle",3,168541
2008,"lgpl",5,168541
2008,"vtable",2,168541
2008,"web-optimization",1,168541
2008,"encryption-asymmetric",4,168541
2008,"distributed-lock",1,168541
2008,"dependency-properties",12,168541
2008,"nt",4,168541
2008,"scrollviewer",3,168541
2008,"biztalk-2006",5,168541
2008,"httpclient",6,168541
2008,"manpage",3,168541
2008,"remote-administration",4,168541
2008,"character",22,168541
2008,"gif",11,168541
2008,"prototypal-inheritance",3,168541
2008,"csproj-user",1,168541
2008,"portal",11,168541
2008,"oledbparameter",2,168541
2008,"side-by-side",4,168541
2008,"dds-format",1,168541
2008,"pgp",4,168541
2008,"renderer",1,168541
2008,"program-transformation",2,168541
2008,"quotations",1,168541
2008,"modular",1,168541
2008,"urlclassloader",1,168541
2008,"fsfs",2,168541
2008,"matisse",4,168541
2008,"version-control-migration",1,168541
2008,"open-uri",2,168541
2008,"language-binding",2,168541
2008,"filter-input",1,168541
2008,"desktop-background",1,168541
2008,"ultracombo",1,168541
2008,"nvarchar",5,168541
2008,"gantt-chart",6,168541
2008,"cell",2,168541
2008,"oop",536,168541
2008,"mongrel",19,168541
2008,"reference",102,168541
2008,"postal-code",8,168541
2008,"publishing",4,168541
2008,"manuals",2,168541
2008,"title",4,168541
2008,"comments",62,168541
2008,"mysql-workbench",4,168541
2008,"ksoap",1,168541
2008,"crc",10,168541
2008,"excel-2002",2,168541
2008,"streaming",39,168541
2008,"command",31,168541
2008,"ipv6",8,168541
2008,"dynamic-compilation",1,168541
2008,"soaphttpclientprotocol",2,168541
2008,"antrunner",1,168541
2008,"jcarousel",2,168541
2008,"desktop-application",31,168541
2008,"google-reader",5,168541
2008,"contextmenu",23,168541
2008,"data-integration",1,168541
2008,"off-screen",1,168541
2008,"ocaml",19,168541
2008,"file-format",27,168541
2008,"upsert",6,168541
2008,"annotate",3,168541
2008,"application-state",6,168541
2008,"multidimensional-array",22,168541
2008,"syntax",150,168541
2008,"projects",22,168541
2008,"inverse-match",1,168541
2008,"name-length",2,168541
2008,"action",10,168541
2008,"string-search",3,168541
2008,"bouncedemail",3,168541
2008,"digg",1,168541
2008,"windowsformshost",1,168541
2008,"mpi",5,168541
2008,"progress-bar",20,168541
2008,"icalendar",18,168541
2008,"maven-2",118,168541
2008,"onlinebanking",2,168541
2008,"git-archive",1,168541
2008,"auditing",3,168541
2008,"jquery-ui-sortable",4,168541
2008,"blazeds",5,168541
2008,"clearcase",23,168541
2008,"trace",28,168541
2008,"twain",5,168541
2008,"controls",188,168541
2008,"solaris",60,168541
2008,"jar",49,168541
2008,"sitecore",4,168541
2008,"cpu",31,168541
2008,"connectivity",7,168541
2008,"spring-mvc",18,168541
2008,"friendly-url",25,168541
2008,"punycode",1,168541
2008,"xmlbeans",4,168541
2008,"fiddler",4,168541
2008,"app-id",2,168541
2008,"war",9,168541
2008,"video",103,168541
2008,"rhino-mocks",36,168541
2008,"webrequest",15,168541
2008,"ipc",43,168541
2008,"ghostdoc",3,168541
2008,"detach",1,168541
2008,"currying",7,168541
2008,"puremvc",5,168541
2008,"testing",362,168541
2008,"middleware",8,168541
2008,"transparency",29,168541
2008,"mp3",45,168541
2008,"watin",16,168541
2008,"report",72,168541
2008,"cruisecontrol",17,168541
2008,"label",18,168541
2008,"subdomain",22,168541
2008,"foreign-key-relationship",4,168541
2008,"epoll",2,168541
2008,"thread-priority",2,168541
2008,"wid",1,168541
2008,"seam",18,168541
2008,"servicepacks",2,168541
2008,"shortcut",11,168541
2008,"avatars",1,168541
2008,"bug-reporting",3,168541
2008,"redirect",72,168541
2008,"lotus-domino",6,168541
2008,"cryptography",65,168541
2008,"predicate",6,168541
2008,"auto-ptr",5,168541
2008,"hidden-markov-models",2,168541
2008,"ajaxcontroltoolkit",20,168541
2008,"listbox",58,168541
2008,"hashtable",35,168541
2008,"dunit",1,168541
2008,"os-dependent",1,168541
2008,"underline",4,168541
2008,"circuit",5,168541
2008,"gridworld",1,168541
2008,"objective-j",2,168541
2008,"rijndaelmanaged",7,168541
2008,"ice",1,168541
2008,"abstract",5,168541
2008,"application-start",3,168541
2008,"email-client",2,168541
2008,"unsigned",10,168541
2008,"red5",2,168541
2008,"xmlnodelist",1,168541
2008,"ole-automation",2,168541
2008,"custom-attributes",3,168541
2008,"isapi",8,168541
2008,"itemeditor",1,168541
2008,"argumentexception",4,168541
2008,"screen",10,168541
2008,"bitmapsource",1,168541
2008,"mechanicalturk",3,168541
2008,"rpath",2,168541
2008,"jsch",1,168541
2008,"nexus",3,168541
2008,"bankers-rounding",2,168541
2008,"jaxp",2,168541
2008,"jersey",1,168541
2008,"convention",6,168541
2008,"eclipselink",1,168541
2008,"community-server",5,168541
2008,"qtreeview",1,168541
2008,"background-color",3,168541
2008,"countdownlatch",2,168541
2008,"dst",7,168541
2008,"trim",10,168541
2008,"ssrs-2012",1,168541
2008,"great-circle",1,168541
2008,"gd",19,168541
2008,"system.drawing",10,168541
2008,"coalesce",4,168541
2008,"mark-of-the-web",1,168541
2008,"cart",3,168541
2008,"distributed-database",1,168541
2008,"http-status-code-403",4,168541
2008,"calendarextender",3,168541
2008,"open-closed-principle",3,168541
2008,"gnu-toolchain",3,168541
2008,"conceptual",4,168541
2008,"autolayout",1,168541
2008,"spatial",8,168541
2008,"access-denied",4,168541
2008,"authenticode",2,168541
2008,"junit4",3,168541
2008,"sample",7,168541
2008,"ntp",2,168541
2008,"vix",2,168541
2008,"reportviewer",29,168541
2008,"aquamacs",2,168541
2008,"subtree",4,168541
2008,"ruby",933,168541
2008,"quicktime",15,168541
2008,"timtowtdi",2,168541
2008,"post-build-event",1,168541
2008,"nasm",3,168541
2008,"call-graph",2,168541
2008,"business-intelligence",17,168541
2008,"validation",279,168541
2008,"interface-design",4,168541
2008,"expression-blend-2",2,168541
2008,"linklabel",2,168541
2008,".net-3.5",316,168541
2008,"plugins",155,168541
2008,"preferences",9,168541
2008,"mercurial-queue",1,168541
2008,"tframe",1,168541
2008,"cakephp-1.2",10,168541
2008,"fstream",7,168541
2008,"binary-data",7,168541
2008,"pyodbc",1,168541
2008,"unmanaged",23,168541
2008,"read-committed-snapshot",3,168541
2008,"ncr",1,168541
2008,"server-configuration",6,168541
2008,"ankhsvn",9,168541
2008,"google-oauth",1,168541
2008,"monitor",21,168541
2008,"formulas",3,168541
2008,"castle",6,168541
2008,"default-constructor",3,168541
2008,"observablecollection",6,168541
2008,"activemq",27,168541
2008,"intersection",4,168541
2008,"photography",2,168541
2008,"sql-server-mobile",4,168541
2008,"grouping",19,168541
2008,"idataerrorinfo",1,168541
2008,"generic-type-argument",1,168541
2008,"text",79,168541
2008,"richtextbox",18,168541
